Preg_num,ID_num,UNIT,INF.SEX,PARITY,CONCEPTION_DATE,BIRTH_DATE,birth_mo,birth_day,birth_yr,dry.wt,SID,SAMPLE_DATE,Month,Year,Time,RIA.GC.ng.g,logRIA,Days_past_conc,biweek,EIA.Dilution,EIA.GC.dose,EIA.GC.ng.g,EIA.Assay,logEIA,repro_state
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.07,4322,10/4/10,10,2010,10:03,39.51228559,3.676611651,157,22 weeks,80,9.920417894,680.257227,Preg7,6.522471002,3rd_Trimester
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.06,4341,10/5/10,10,2010,1462.480556,28.959404,3.365894987,158,22 weeks,80,11.92075123,953.6600985,Preg7,6.860307317,3rd_Trimester
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.062,4344,10/6/10,10,2010,1462.343056,31.82535128,3.460263182,159,22 weeks,80,13.13741365,1017.090089,Preg7,6.924700975,3rd_Trimester
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.078,4355,10/7/10,10,2010,1462.403472,30.4128176,3.414864151,160,22 weeks,80,16.62356397,1022.988552,Preg7,6.930483575,3rd_Trimester
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.056,4383,10/10/10,10,2010,1462.397222,37.28359084,3.618553306,163,22 weeks,80,11.35815439,973.5560909,Preg7,6.880955441,3rd_Trimester
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.068,4388,10/11/10,10,2010,1462.391667,31.63638761,3.454307965,164,22 weeks,80,13.10448264,925.0223037,Preg7,6.829817849,3rd_Trimester
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.069,4400,10/12/10,10,2010,1462.329861,29.38233095,3.380393506,165,22 weeks,80,13.02385267,906.0071421,Preg7,6.809047189,3rd_Trimester
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.085,4419,10/14/10,10,2010,1462.424306,31.50876244,3.45026568,167,24 weeks,80,23.23557742,1312.126725,Preg7,7.179404554,3rd_Trimester
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.075,4427,10/20/10,10,2010,1462.354861,30.83730193,3.428725059,173,24 weeks,80,14.42884194,923.445884,Preg7,6.828112199,3rd_Trimester
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.065,4434,10/21/10,10,2010,1462.368056,30.40678862,3.414665893,174,24 weeks,80,13.60178696,1004.439652,Preg7,6.912185105,3rd_Trimester
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.068,4454,10/24/10,10,2010,1462.415278,30.57089994,3.420048574,177,24 weeks,80,16.63944428,1174.549008,Preg7,7.06863953,3rd_Trimester
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.066,4457,10/25/10,10,2010,1462.366667,33.32582799,3.506332712,178,24 weeks,80,11.3458343,825.1515858,Preg7,6.71556711,3rd_Trimester
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.069,4466,10/26/10,10,2010,1462.407639,35.1496089,3.559613492,179,24 weeks,80,11.97035014,832.7200095,Preg7,6.724697463,3rd_Trimester
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.064,4470,10/27/10,10,2010,1462.347917,38.88334032,3.660565889,180,24 weeks,80,13.57774793,1018.331094,Preg7,6.925920384,3rd_Trimester
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.07,4479,10/29/10,10,2010,1462.425,39.80052762,3.683880169,182,26 weeks,80,14.21299822,974.6055922,Preg7,6.882032868,3rd_Trimester
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.077,4490,10/31/10,10,2010,1462.393056,34.12498348,3.530029769,184,26 weeks,80,21.26672982,1325.718222,Preg7,7.189709646,Lactating_3
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.067,3968,7/22/10,7,2010,1462.367361,32.73804243,3.488537779,83,12 weeks,80,14.26863982,1022.230912,Preg8,6.929742687,2nd_Trimester
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.079,4672,12/1/10,12,2010,1462.392361,26.30352535,3.269702974,215,30 weeks,80,22.91337477,1392.205049,Preg8,7.238644135,Lactating_3
Preg_23,ID_18,D,M,multi,11/27/12,5/28/13,5,28,13,0.037,7774,9/4/12,9,2012,1462.402778,41.89400602,3.735142762,-84,-12 weeks,80,39.1304862,5076.3874,Preg2,8.532355146,PreG_3
Preg_23,ID_18,D,M,multi,11/27/12,5/28/13,5,28,13,0.133,8789,3/15/13,3,2013,12:10,13.17798191,2.5785474,108,16 weeks,80,11.44896382,413.1956868,Preg2,6.023921299,2nd_Trimester
Preg_23,ID_18,D,M,multi,11/27/12,5/28/13,5,28,13,0.094,9281,6/4/13,6,2013,11:45,24.35323874,3.192664848,189,26 weeks,80,24.69745573,1261.146675,Preg20B,7.139776646,Lactating_3
Preg_23,ID_18,D,M,multi,11/27/12,5/28/13,5,28,13,0.045,9834,8/22/13,8,2013,11:13,13.67146898,2.615311105,268,36 weeks,80,6.425145672,685.3488717,Preg3,6.52992801,Lactating_3
Preg_23,ID_18,D,M,multi,11/27/12,5/28/13,5,28,13,0.066,7818,9/9/12,9,2012,1462.490278,33.4302557,3.509461349,-79,-12 weeks,80,14.28556775,1038.950382,Preg8,6.945966234,PreG_3
Preg_23,ID_18,D,M,multi,11/27/12,5/28/13,5,28,13,0.073,7939,10/3/12,10,2012,1462.397917,24.68049155,3.206013116,-55,-8 weeks,80,20.70540032,1361.45098,Preg8,7.216306307,PreG_3
Preg_23,ID_18,D,M,multi,11/27/12,5/28/13,5,28,13,0.083,8134,11/4/12,11,2012,11:05,23.76912204,3.168387345,-23,-4 weeks,80,16.19472181,936.5622253,Preg8,6.842215964,PreG_3
Preg_23,ID_18,D,M,multi,11/27/12,5/28/13,5,28,13,0.058,8849,4/1/13,4,2013,8:36,18.68247949,2.927586159,125,18 weeks,80,8.36280092,692.0938692,Preg9B,6.539721596,3rd_Trimester
Preg_23,ID_18,D,M,multi,11/27/12,5/28/13,5,28,13,0.127,9096,5/7/13,5,2013,10:10,18.86088402,2.937090149,161,22 weeks,80,30.02790823,1134.913067,Preg9B,7.034311334,3rd_Trimester
Preg_24,ID_18,D,M,multi,4/25/07,10/24/07,10,24,7,0.107,765,5/4/07,5,2007,1462.357639,31.03133703,3.434997566,9,2 weeks,80,13.58778989,609.5457147,Preg14,6.41271395,1st_Trimester
Preg_24,ID_18,D,M,multi,4/25/07,10/24/07,10,24,7,0.085,795,6/8/07,6,2007,1462.436806,27.41319775,3.311024567,44,6 weeks,80,20.45909789,1155.337292,Preg14,7.052147608,1st_Trimester
Preg_24,ID_18,D,M,multi,4/25/07,10/24/07,10,24,7,0.066,841,7/10/07,7,2007,1462.392361,31.14195893,3.438556072,76,10 weeks,80,14.01574544,1019.326941,Preg14,6.926897827,2nd_Trimester
Preg_24,ID_18,D,M,multi,4/25/07,10/24/07,10,24,7,0.042,888,8/8/07,8,2007,1462.440972,24.16389402,3.184859536,105,14 weeks,80,5.693069225,650.6364829,Preg14,6.477951088,2nd_Trimester
Preg_24,ID_18,D,M,multi,4/25/07,10/24/07,10,24,7,0.08,959,10/6/07,10,2007,1462.411111,21.53753093,3.069797038,164,22 weeks,80,10.79985132,647.991079,Preg14,6.473876929,3rd_Trimester
Preg_24,ID_18,D,M,multi,4/25/07,10/24/07,10,24,7,0.076,1006,11/9/07,11,2007,1462.419444,19.73918122,2.982605555,198,28 weeks,80,13.08310203,826.3011806,Preg14,6.716959332,Lactating_3
Preg_24,ID_18,D,M,multi,4/25/07,10/24/07,10,24,7,0.079,682,4/16/07,4,2007,1462.379861,14.54616396,2.677327313,-9,-2 weeks,80,10.60034474,644.0715791,Preg1B,6.467809868,PreG_3
Preg_24,ID_18,D,M,multi,4/25/07,10/24/07,10,24,7,0.041,1028,12/4/07,12,2007,1462.459028,52.34456829,3.957848174,223,30 weeks,80,20.14647424,2358.611619,Preg1B,7.765828428,Lactating_3
Preg_24,ID_18,D,M,multi,4/25/07,10/24/07,10,24,7,0.063,913,9/1/07,9,2007,1462.441667,30.01758433,3.401783354,129,18 weeks,80,11.29920819,860.8920529,Preg20B,6.757969122,3rd_Trimester
Preg_24,ID_18,D,M,multi,4/25/07,10/24/07,10,24,7,0.051,1078,1/10/08,1,2008,1462.427083,41.82704727,3.733543194,260,36 weeks,80,14.52301522,1366.872021,Preg4B,7.220280212,Lactating_3
Preg_25,ID_19,D,F,primi,11/24/06,5/25/07,5,25,7,0.12,756,5/2/07,5,2007,1462.472222,30.95922154,3.432670904,159,22 weeks,80,29.22547583,1169.019033,Preg14,7.063920243,3rd_Trimester
Preg_25,ID_19,D,F,primi,11/24/06,5/25/07,5,25,7,0.08,799,6/9/07,6,2007,1462.499306,22.77959564,3.125865207,197,28 weeks,80,11.2304339,673.8260338,Preg14,6.512971968,Lactating_3
Preg_25,ID_19,D,F,primi,11/24/06,5/25/07,5,25,7,0.052,868,8/4/07,8,2007,1462.498611,30.33384322,3.412264027,253,34 weeks,80,12.54635492,1158.12507,Preg14,7.054557657,Lactating_3
Preg_25,ID_19,D,F,primi,11/24/06,5/25/07,5,25,7,0.077,679,4/16/07,4,2007,1462.368056,15.2657971,2.725614842,143,20 weeks,80,10.03245086,625.3995341,Preg1B,6.4383907,3rd_Trimester
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.079,3008,10/2/09,10,2009,1462.375,39.65532215,3.680225167,211,28 weeks,80,22.24136011,1351.373779,Preg15,7.208876968,Lactating_3
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.067,3141,11/21/09,11,2009,8:42,25.36826635,3.233499037,261,36 weeks,80,16.67677946,1194.75435,Preg15,7.085695878,Lactating_3
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.064,3180,12/1/09,12,2009,1462.378472,34.72924505,3.547582129,271,36 weeks,80,12.04485499,903.364124,Preg16,6.80612571,Lactating_3
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.044,1828,12/12/08,12,2008,1462.40625,33.60679459,3.514728266,-83,-12 weeks,80,12.46587592,1359.913737,Preg17,7.215176548,PreG_3
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.096,1880,1/24/09,1,2009,9:09,19.5443165,2.972684528,-40,-6 weeks,80,22.81947155,1140.973578,Preg17,7.039637193,PreG_3
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.136,1930,2/6/09,2,2009,1462.400694,19.14034213,2.951798261,-27,-4 weeks,80,26.206192,924.9244235,Preg17,6.82971203,PreG_3
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.077,1993,2/18/09,2,2009,1462.354167,19.60201782,2.975632511,-15,-4 weeks,80,10.81194675,673.9914855,Preg17,6.513217478,PreG_3
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.069,2005,2/20/09,2,2009,1462.374306,24.05205208,3.180220318,-13,-2 weeks,80,10.56359203,734.858576,Preg17,6.599678067,PreG_3
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.055,2023,2/23/09,2,2009,1462.457639,21.53931523,3.069879881,-10,-2 weeks,80,10.70901389,934.6048485,Preg17,6.840123818,PreG_3
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.055,2031,2/24/09,2,2009,1462.407639,23.40444434,3.152925933,-9,-2 weeks,80,14.06269548,1227.289788,Preg18,7.112563593,PreG_3
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.053,2033,2/25/09,2,2009,1462.365972,27.20088895,3.303249655,-8,-2 weeks,80,20.83658721,1887.087144,Preg18,7.542789726,PreG_3
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.075,2040,2/26/09,2,2009,1462.379861,23.78333988,3.168985331,-7,-2 weeks,80,12.05798606,771.7111077,Preg18,6.648610267,PreG_3
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.068,2085,3/6/09,3,2009,1462.421528,18.38723478,2.911656662,1,-2 weeks,80,14.27375654,1007.559285,Preg18,6.915286136,1st_Trimester
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.076,2160,3/21/09,3,2009,1462.423611,22.90748699,3.1314638,16,2 weeks,80,11.91847816,752.7459893,Preg18,6.623727839,1st_Trimester
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.075,2204,3/28/09,3,2009,1462.388889,19.99052792,2.995258557,23,4 weeks,80,16.63178633,1064.434325,Preg18,6.970198787,1st_Trimester
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.061,2240,4/4/09,4,2009,1462.354167,21.02067792,3.045506616,30,4 weeks,80,26.94215749,2120.038622,Preg18,7.659189585,1st_Trimester
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.072,2395,4/15/09,4,2009,1462.473611,19.16624394,2.953150604,41,6 weeks,80,14.91994434,828.8857964,Preg19B,6.720082385,1st_Trimester
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.074,2555,5/21/09,5,2009,1462.399306,21.82608731,3.08310592,77,12 weeks,80,9.975379097,647.0516171,Preg19B,6.47242607,2nd_Trimester
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.088,2714,7/1/09,7,2009,1462.406944,20.09876143,3.000658193,118,16 weeks,80,19.81174361,900.5338006,Preg19B,6.802987699,2nd_Trimester
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.076,2778,7/24/09,7,2009,1462.390278,25.56541528,3.241240472,141,20 weeks,80,15.46068476,813.7202507,Preg19B,6.701616635,3rd_Trimester
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.047,2890,8/7/09,8,2009,1462.357639,27.8895829,3.328253246,155,22 weeks,80,11.16441799,1140.19588,Preg19B,7.038955351,3rd_Trimester
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.105,2211,3/30/09,3,2009,1462.390972,14.46612031,2.671809385,25,4 weeks,80,23.25311093,1062.999357,Preg2,6.968849773,1st_Trimester
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.105,2319,4/9/09,4,2009,1462.472222,17.86084435,2.88261085,35,6 weeks,80,19.84864601,907.3666747,Preg2,6.81054664,1st_Trimester
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.074,2468,4/30/09,4,2009,1462.384028,16.84764583,2.824210934,56,8 weeks,80,11.95593666,775.5202159,Preg2,6.65353405,1st_Trimester
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.088,2613,6/2/09,6,2009,1462.418056,46.78955543,3.845660003,89,12 weeks,80,19.92642165,1086.895726,Preg2,6.991080954,2nd_Trimester
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.074,2685,6/25/09,6,2009,8:42,48.98965351,3.891609123,112,16 weeks,80,29.07485439,1885.936501,Preg2,7.542179794,2nd_Trimester
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.097,2753,7/19/09,7,2009,1462.435417,16.10006515,2.778823319,136,18 weeks,80,13.04822623,645.6854216,Preg2,6.470312422,3rd_Trimester
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.063,2842,7/29/09,7,2009,1462.509722,15.81179076,2.760755912,146,20 weeks,80,5.593007965,426.1339402,Preg2,6.05475371,3rd_Trimester
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.078,2524,5/14/09,5,2009,1462.463194,14.17214199,2.651278206,70,10 weeks,80,10.43219291,641.9811021,Preg20B,6.464558867,2nd_Trimester
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.093,2129,3/13/09,3,2009,1462.420833,17.79492127,2.878913095,8,2 weeks,80,12.66573756,653.7154869,Preg4B,6.482672221,1st_Trimester
Preg_27,ID_20,D,F,multi,12/24/12,6/24/13,6,24,13,0.095,8201,11/12/12,11,2012,10:40,35.96887318,3.582653931,-42,-6 weeks,80,17.61517228,890.0297571,Preg5B,6.791254897,PreG_3
Preg_27,ID_20,D,F,multi,12/24/12,6/24/13,6,24,13,0.068,9860,8/26/13,8,2013,10:50,17.18184355,2.843853219,245,34 weeks,80,16.81738296,1187.109385,Preg5B,7.079276543,Lactating_3
Preg_27,ID_20,D,F,multi,12/24/12,6/24/13,6,24,13,0.072,7923,10/1/12,10,2012,1462.458333,20.31405433,3.011312978,-84,-12 weeks,80,10.8981245,726.541633,Preg8,6.588295788,PreG_3
Preg_27,ID_20,D,F,multi,12/24/12,6/24/13,6,24,13,0.056,8501,1/12/13,1,2013,11:18,38.07246853,3.63949141,19,4 weeks,80,20.23328406,1734.281491,Preg8,7.45834848,1st_Trimester
Preg_27,ID_20,D,F,multi,12/24/12,6/24/13,6,24,13,0.106,8577,2/1/13,2,2013,9:01,36.16259675,3.588025346,39,6 weeks,80,30.56266275,1383.969634,Preg9B,7.232711195,1st_Trimester
Preg_27,ID_20,D,F,multi,12/24/12,6/24/13,6,24,13,0.075,8810,3/22/13,3,2013,8:54,35.99744179,3.583447875,88,12 weeks,80,21.14535506,1353.302724,Preg9B,7.210303346,2nd_Trimester
Preg_27,ID_20,D,F,multi,12/24/12,6/24/13,6,24,13,0.093,8928,4/11/13,4,2013,9:44,33.78101465,3.519898948,108,16 weeks,80,33.62142078,1735.299137,Preg9B,7.458935091,2nd_Trimester
Preg_27,ID_20,D,F,multi,12/24/12,6/24/13,6,24,13,0.062,9086,5/3/13,5,2013,9:36,21.86344002,3.084815836,130,18 weeks,80,20.51786021,1588.479501,Preg9B,7.370532549,3rd_Trimester
Preg_27,ID_20,D,F,multi,12/24/12,6/24/13,6,24,13,0.06,9283,6/4/13,6,2013,11:51,27.56975303,3.316719267,162,22 weeks,80,28.29107756,2263.286205,Preg9B,7.724573109,3rd_Trimester
Preg_27,ID_20,D,F,multi,12/24/12,6/24/13,6,24,13,0.088,9634,7/23/13,7,2013,1:53,26.17355499,3.26474955,211,28 weeks,80,29.59198079,1614.108043,Preg9B,7.386537788,Lactating_3
Preg_27,ID_20,D,F,multi,12/24/12,6/24/13,6,24,13,0.103,10019,9/17/13,9,2013,9:07,25.37602367,3.233804778,267,36 weeks,80,25.51134304,1188.878122,Preg9B,7.080765387,Lactating_3
Preg_28,ID_21,G,F,multi,4/15/09,10/14/09,10,14,9,0.062,3064,10/28/09,10,2009,1462.392361,19.44001426,2.967333533,196,26 weeks,80,6.21560902,481.2084402,Preg15,6.176300524,Lactating_3
Preg_28,ID_21,G,F,multi,4/15/09,10/14/09,10,14,9,0.048,3105,11/7/09,11,2009,1462.474306,20.84092328,3.036918519,206,28 weeks,80,5.404157595,540.4157595,Preg15,6.292338768,Lactating_3
Preg_28,ID_21,G,F,multi,4/15/09,10/14/09,10,14,9,0.036,3128,11/19/09,11,2009,10:21,34.22174241,3.532861185,218,30 weeks,80,5.334346928,711.246257,Preg15,6.567018723,Lactating_3
Preg_28,ID_21,G,F,multi,4/15/09,10/14/09,10,14,9,0.069,3160,11/25/09,11,2009,1462.445139,26.33622688,3.270945439,224,30 weeks,80,10.69903034,744.2803715,Preg15,6.612417807,Lactating_3
Preg_28,ID_21,G,F,multi,4/15/09,10/14/09,10,14,9,0.055,3208,12/7/09,12,2009,1462.353472,30.5084965,3.418005219,236,32 weeks,80,9.770841698,852.7280027,Preg16,6.748440625,Lactating_3
Preg_28,ID_21,G,F,multi,4/15/09,10/14/09,10,14,9,0.034,3054,10/21/09,10,2009,1462.396528,47.97842586,3.870751449,189,26 weeks,80,5.976866487,843.7929158,Preg2,6.737907104,Lactating_3
Preg_29,ID_22,H,M,primi,7/17/07,1/15/08,1,15,8,0.059,1262,4/7/08,4,2008,1462.399306,26.32266281,3.270430272,265,36 weeks,80,8.44349015,686.9280122,Preg15,6.532229501,Lactating_3
Preg_30,ID_23,K,F,multi,7/27/08,1/25/09,1,25,9,0.08,2323,4/9/09,4,2009,1462.486806,18.35010782,2.90963545,256,34 weeks,80,13.32409419,799.4456515,Preg19B,6.683918552,Lactating_3
Preg_30,ID_23,K,F,multi,7/27/08,1/25/09,1,25,9,0.084,2368,4/14/09,4,2009,1462.383333,18.20331524,2.901603734,261,36 weeks,80,15.76624942,900.9285383,Preg19B,6.803425941,Lactating_3
Preg_30,ID_23,K,F,multi,7/27/08,1/25/09,1,25,9,0.095,2266,4/6/09,4,2009,1462.358333,15.17657084,2.719752847,253,34 weeks,80,20.779274,1049.90016,Preg2,6.956450353,Lactating_3
Preg_30,ID_23,K,F,multi,7/27/08,1/25/09,1,25,9,0.073,2410,4/16/09,4,2009,1462.40625,13.04819336,2.568649684,263,36 weeks,80,10.30552693,677.6236883,Preg2,6.518592102,Lactating_3
Preg_30,ID_23,K,F,multi,7/27/08,1/25/09,1,25,9,0.061,2419,4/23/09,4,2009,9:18,12.3253108,2.511654937,270,36 weeks,80,3.83675665,301.90872,Preg2,5.71012472,Lactating_3
Preg_31,ID_24,K,M,multi,2/27/10,8/28/10,8,28,10,0.072,3270,1/28/10,1,2010,1462.372222,21.62197487,3.073710153,-30,-6 weeks,80,11.69938714,779.9591429,Preg16,6.659241537,PreG_3
Preg_31,ID_24,K,M,multi,2/27/10,8/28/10,8,28,10,0.037,3399,3/2/10,3,2010,1462.393056,31.34515959,3.445059856,3,2 weeks,80,5.151723077,668.3316425,Preg16,6.504784521,1st_Trimester
Preg_31,ID_24,K,M,multi,2/27/10,8/28/10,8,28,10,0.054,3708,5/12/10,5,2010,1462.436111,15.71873209,2.754853128,74,10 weeks,80,18.26193471,1623.283086,Preg4B,7.392205974,2nd_Trimester
Preg_31,ID_24,K,M,multi,2/27/10,8/28/10,8,28,10,0.078,3498,4/2/10,4,2010,9:18,17.53528122,2.864214921,34,6 weeks,80,13.2380376,814.6484676,Preg5B,6.702756692,1st_Trimester
Preg_31,ID_24,K,M,multi,2/27/10,8/28/10,8,28,10,0.029,4006,7/28/10,7,2010,1462.434722,22.62439418,3.119028713,151,20 weeks,80,14.10336631,2334.350285,Preg6,7.755488881,3rd_Trimester
Preg_31,ID_24,K,M,multi,2/27/10,8/28/10,8,28,10,0.036,4197,9/6/10,9,2010,1462.461806,27.38219851,3.309893113,191,26 weeks,80,10.50464991,1400.619988,Preg6,7.244670266,Lactating_3
Preg_31,ID_24,K,M,multi,2/27/10,8/28/10,8,28,10,0.082,4327,10/4/10,10,2010,1462.478472,19.07740614,2.94850471,219,30 weeks,80,9.863052184,577.3493961,Preg7,6.358447622,Lactating_3
Preg_31,ID_24,K,M,multi,2/27/10,8/28/10,8,28,10,0.067,4512,11/2/10,11,2010,1462.413194,28.04082582,3.333661513,248,34 weeks,80,17.12295655,1226.719275,Preg7,7.112098629,Lactating_3
Preg_31,ID_24,K,M,multi,2/27/10,8/28/10,8,28,10,0.051,3839,6/5/10,6,2010,1462.343056,17.8289038,2.880820949,98,14 weeks,80,9.544740504,898.328518,Preg8,6.800535834,2nd_Trimester
Preg_32,ID_24,K,F,multi,5/12/12,11/10/12,11,10,12,0.045,7775,9/4/12,9,2012,1462.408333,30.36595357,3.413322032,115,16 weeks,80,8.399656086,895.9633159,Preg4B,6.79789947,2nd_Trimester
Preg_32,ID_24,K,F,multi,5/12/12,11/10/12,11,10,12,0.08,7961,10/4/12,10,2012,1462.520833,35.71828761,3.575662816,145,20 weeks,80,17.4563424,1047.380544,Preg8,6.954047606,3rd_Trimester
Preg_32,ID_24,K,F,multi,5/12/12,11/10/12,11,10,12,0.076,8169,11/6/12,11,2012,11:02,32.49094846,3.480961542,178,24 weeks,80,16.13501984,1019.053885,Preg8,6.926629912,3rd_Trimester
Preg_32,ID_24,K,F,multi,5/12/12,11/10/12,11,10,12,0.077,8412,12/24/12,12,2012,10:11,36.73665752,3.603775099,226,30 weeks,80,20.77247569,1294.907575,Preg8,7.166194601,Lactating_3
Preg_32,ID_24,K,F,multi,5/12/12,11/10/12,11,10,12,0.056,8502,1/12/13,1,2013,11:18,38.02952392,3.638362803,245,34 weeks,80,16.87883151,1446.756987,Preg8,7.27707977,Lactating_3
Preg_32,ID_24,K,F,multi,5/12/12,11/10/12,11,10,12,0.083,8613,2/6/13,2,2013,10:02,29.85688948,3.396415617,270,36 weeks,80,11.69674243,676.4381164,Preg9B,6.516840967,Lactating_3
Preg_33,ID_25,K,M,multi,11/20/09,5/21/10,5,21,10,0.047,3269,1/28/10,1,2010,1462.355556,36.37072298,3.593764137,69,10 weeks,80,11.15536207,1139.27102,Preg16,7.038143881,2nd_Trimester
Preg_33,ID_25,K,M,multi,11/20/09,5/21/10,5,21,10,0.035,3402,3/2/10,3,2010,1462.423611,40.06835854,3.690586959,102,14 weeks,80,4.132300061,566.7154369,Preg3,6.339857303,2nd_Trimester
Preg_33,ID_25,K,M,multi,11/20/09,5/21/10,5,21,10,0.074,3493,4/2/10,4,2010,1462.358333,17.4090269,2.856988859,133,18 weeks,80,16.03995012,1040.429197,Preg3,6.947388596,3rd_Trimester
Preg_33,ID_25,K,M,multi,11/20/09,5/21/10,5,21,10,0.056,3706,5/12/10,5,2010,1462.423611,22.12877944,3.096878998,173,24 weeks,80,18.20691486,1560.592702,Preg4B,7.352820965,3rd_Trimester
Preg_33,ID_25,K,M,multi,11/20/09,5/21/10,5,21,10,0.065,3841,6/5/10,6,2010,1462.345139,16.00286928,2.772768036,197,28 weeks,80,9.483098981,700.2903863,Preg5B,6.551495087,Lactating_3
Preg_33,ID_25,K,M,multi,11/20/09,5/21/10,5,21,10,0.078,4008,7/28/10,7,2010,1462.451389,14.12615022,2.648027705,250,34 weeks,80,7.431654792,457.3326026,Preg6,6.125410922,Lactating_3
Preg_34,ID_26,M,M,multi,10/2/07,4/1/08,4,1,8,0.057,1354,5/1/08,5,2008,1462.340278,20.63545158,3.027010547,212,30 weeks,80,14.59357262,1228.932432,Preg15,7.11390113,Lactating_3
Preg_34,ID_26,M,M,multi,10/2/07,4/1/08,4,1,8,0.066,1370,5/7/08,5,2008,1462.402778,21.13893244,3.05111648,218,30 weeks,80,16.387448,1191.8144,Preg15,7.083232131,Lactating_3
Preg_34,ID_26,M,M,multi,10/2/07,4/1/08,4,1,8,0.109,1416,5/15/08,5,2008,1462.380556,19.36515962,2.963475556,226,30 weeks,80,21.82912026,961.2823602,Preg15,6.868268185,Lactating_3
Preg_34,ID_26,M,M,multi,10/2/07,4/1/08,4,1,8,0.067,1320,4/22/08,4,2008,1462.448611,13.83582645,2.627261348,203,28 weeks,80,11.89887969,852.4570524,Preg1B,6.748122829,Lactating_3
Preg_35,ID_27,M1,F,multi,3/4/14,9/2/14,9,2,14,0.061,10826,12/16/13,12,2013,9:57,27.81110218,3.3254353,-78,-12 weeks,80,13.06050217,1027.711646,Preg10,6.935089907,PreG_3
Preg_35,ID_27,M1,F,multi,3/4/14,9/2/14,9,2,14,0.071,10988,1/22/14,1,2014,10:25,27.32827853,3.30792201,-41,-6 weeks,80,11.60725725,784.7159832,Preg11,6.665321847,PreG_3
Preg_35,ID_27,M1,F,multi,3/4/14,9/2/14,9,2,14,0.08,11846,6/3/14,6,2014,9:47,24.9167946,3.215542058,91,12 weeks,80,10.32486255,619.4917533,Preg15,6.428899389,2nd_Trimester
