Preg_num,ID_num,UNIT,INF.SEX,PARITY,CONCEPTION_DATE,BIRTH_DATE,birth_mo,birth_day,birth_yr,dry.wt,SID,SAMPLE_DATE,Month,Year,Time,Days_past_conc,Takeover_Date,Tkov_Notes,takeover,biweek,EIA.Dilution,EIA.GC.dose,EIA.GC.ng.g,EIA.Assay,logEIA,unit_size,Rank_3,repro_state,rain30,mminT30,std_rain30,std_mminT30
Preg_14,ID_13,C2,M,multi,12/9/08,6/9/09,6,9,9,0.068,1866,1/24/09,1,2009,1462.403472,46,1/29/08,Nafta = new male,none,6 weeks,80,9.143849828,645.4482232,Preg1B,6.469944995,small,High,1st_Trimester,0.6,6.476,-0.773076031,-1.999501881
Preg_14,ID_13,C2,M,multi,12/9/08,6/9/09,6,9,9,0.085,1913,2/4/09,2,2009,1462.416667,57,1/29/08,Nafta = new male,none,8 weeks,80,20.30923825,1146.874631,Preg1B,7.044795809,small,High,1st_Trimester,0,9.046153846,-0.776469936,0.123132904
Preg_14,ID_13,C2,M,multi,12/9/08,6/9/09,6,9,9,0.075,1999,2/19/09,2,2009,1462.332639,72,1/29/08,Nafta = new male,none,10 weeks,80,9.196023733,588.5455189,Preg1B,6.377654271,small,High,2nd_Trimester,0.5,10,-0.773641682,0.910893928
Preg_14,ID_13,C2,M,multi,12/9/08,6/9/09,6,9,9,0.07,2043,2/26/09,2,2009,1462.414583,79,1/29/08,Nafta = new male,none,12 weeks,80,5.944602909,407.6299137,Preg2,6.010359688,small,High,2nd_Trimester,0.6,10.64615385,-0.773076031,1.444538496
Preg_14,ID_13,C2,M,multi,12/9/08,6/9/09,6,9,9,0.081,2146,3/15/09,3,2009,1462.477083,96,1/29/08,Nafta = new male,none,14 weeks,80,9.355029813,554.3721371,Preg2,6.317836189,small,High,2nd_Trimester,1.3,9.203448276,-0.769116475,0.253038991
Preg_14,ID_13,C2,M,multi,12/9/08,6/9/09,6,9,9,0.067,2250,4/4/09,4,2009,1462.429167,116,1/29/08,Nafta = new male,none,16 weeks,80,24.32816484,1742.913302,Preg2,7.463313304,small,High,2nd_Trimester,38.7,9.166666667,-0.557563061,0.222661851
Preg_14,ID_13,C2,M,multi,12/9/08,6/9/09,6,9,9,0.114,2286,4/8/09,4,2009,1462.344444,120,1/29/08,Nafta = new male,none,16 weeks,80,31.09176644,1309.127008,Preg2,7.177115788,small,High,2nd_Trimester,38.1,9.203703704,-0.560956966,0.253249943
Preg_14,ID_13,C2,M,multi,12/9/08,6/9/09,6,9,9,0.094,2157,3/21/09,3,2009,1462.376389,102,1/29/08,Nafta = new male,none,14 weeks,80,10.69526123,546.140999,Preg20B,6.302877182,small,High,2nd_Trimester,31.8,9.064285714,-0.596592969,0.138107624
Preg_15,ID_13,C2,M,multi,6/9/10,12/8/10,12,8,10,0.035,3923,6/18/10,6,2010,1462.385417,9,1/29/08,Nafta = new male,none,2 weeks,80,5.687798462,780.040932,Preg5B,6.659346395,small,High,1st_Trimester,330.1,9.635483871,1.090743486,0.609847897
Preg_15,ID_13,C2,M,multi,6/9/10,12/8/10,12,8,10,0.037,4127,8/18/10,8,2010,1462.457639,70,1/29/08,Nafta = new male,none,10 weeks,80,10.76613884,1396.688282,Preg6,7.241859201,small,High,2nd_Trimester,676.4,7.735483871,3.049592344,-0.95932124
Preg_15,ID_13,C2,M,multi,6/9/10,12/8/10,12,8,10,0.059,4221,9/9/10,9,2010,1462.349306,92,1/29/08,Nafta = new male,none,14 weeks,80,27.15402763,2209.141231,Preg6,7.700359136,small,High,2nd_Trimester,350.3,7.988888889,1.205004955,-0.750039485
Preg_15,ID_13,C2,M,multi,6/9/10,12/8/10,12,8,10,0.082,4313,10/2/10,10,2010,1462.490278,115,1/29/08,Nafta = new male,none,16 weeks,80,23.05529291,1349.578121,Preg6,7.20754732,small,High,2nd_Trimester,73.7,7.807142857,-0.359585267,-0.900139624
Preg_15,ID_13,C2,M,multi,6/9/10,12/8/10,12,8,10,0.065,3979,7/22/10,7,2010,1462.451389,43,1/29/08,Nafta = new male,none,6 weeks,80,25.09230221,1852.970009,Preg8,7.524545041,small,High,1st_Trimester,218.5,8.585714286,0.459477149,-0.257134226
Preg_15,ID_13,C2,M,multi,6/9/10,12/8/10,12,8,10,0.059,4544,11/3/10,11,2010,1462.420833,147,1/29/08,Nafta = new male,none,20 weeks,80,15.82572599,1287.516691,Preg8,7.160470596,small,High,3rd_Trimester,28.8,7.478571429,-0.613562494,-1.1714997
Preg_16,ID_14,C,M,multi,1/18/07,7/19/07,7,19,7,0.077,768,5/17/07,5,2007,1462.4375,119,1/29/08,Nafta = new male,6mo+,16 weeks,80,23.33866965,1454.878108,Preg1B,7.282677402,large,High,2nd_Trimester,50.6,8.541666667,-0.490250611,-0.293512207
Preg_16,ID_14,C,M,multi,1/18/07,7/19/07,7,19,7,0.084,790,6/8/07,6,2007,1462.368056,141,1/29/08,Nafta = new male,6mo+,20 weeks,80,11.12334472,635.6196981,Preg1B,6.454600426,large,High,3rd_Trimester,85.9,8.83125,-0.290575865,-0.05435156
Preg_17,ID_15,C,M,primi,6/14/07,12/13/07,12,13,7,0.088,902,8/17/07,8,2007,11:51,64,1/29/08,Nafta = new male,0_3mo,10 weeks,80,14.44716174,788.0270041,Preg14,6.669532358,large,High,2nd_Trimester,252,6.992,0.64897018,-1.573348579
Preg_17,ID_15,C,M,primi,6/14/07,12/13/07,12,13,7,0.05,982,10/24/07,10,2007,1462.472222,132,1/29/08,Nafta = new male,0_3mo,18 weeks,80,7.406299955,711.0047957,Preg14,6.566679175,large,High,3rd_Trimester,65.1,7.144827586,-0.408231239,-1.447131562
Preg_17,ID_15,C,M,primi,6/14/07,12/13/07,12,13,7,0.04,1014,11/15/07,11,2007,1462.388194,154,1/29/08,Nafta = new male,0_3mo,22 weeks,80,13.43468638,1612.162365,Preg1B,7.385331641,large,High,3rd_Trimester,64.4,6.235714286,-0.412190795,-2.197948685
Preg_18,ID_16,C1,F,multi,12/1/12,6/1/13,6,1,13,0.109,8774,3/14/13,3,2013,8:44,103,1/29/08,Nafta = new male,none,14 weeks,80,22.30555816,982.2631114,Preg20B,6.889859207,small,High,2nd_Trimester,16.2,9.555172414,-0.6848345,0.543520392
Preg_18,ID_16,C1,F,multi,12/1/12,6/1/13,6,1,13,0.1,8376,12/17/12,12,2012,11:00,16,1/29/08,Nafta = new male,none,2 weeks,80,18.86346764,905.4464467,Preg8,6.808428133,small,High,1st_Trimester,6.4,7.06,-0.740268282,-1.517188841
Preg_18,ID_16,C1,F,multi,12/1/12,6/1/13,6,1,13,0.075,8459,1/3/13,1,2013,9:56,33,1/29/08,Nafta = new male,none,6 weeks,80,16.1176154,1031.527386,Preg8,6.938795882,small,High,1st_Trimester,1.3,6.535483871,-0.769116475,-1.950375432
Preg_18,ID_16,C1,F,multi,12/1/12,6/1/13,6,1,13,0.095,8631,2/7/13,2,2013,10:58,68,1/29/08,Nafta = new male,none,10 weeks,80,14.7998692,747.7828649,Preg9B,6.617112648,small,High,2nd_Trimester,0,8.048148148,-0.776469936,-0.701098538
Preg_18,ID_16,C1,F,multi,12/1/12,6/1/13,6,1,13,0.09,8876,4/5/13,4,2013,9:01,125,1/29/08,Nafta = new male,none,18 weeks,80,15.08136052,804.339228,Preg9B,6.690021106,small,High,3rd_Trimester,21.1,9.092857143,-0.657117609,0.161704153
Preg_18,ID_16,C1,F,multi,12/1/12,6/1/13,6,1,13,0.099,9089,5/3/13,5,2013,10:30,153,1/29/08,Nafta = new male,none,22 weeks,80,26.76384337,1297.640891,Preg9B,7.168303196,small,High,3rd_Trimester,35.2,9.914814815,-0.577360841,0.840541316
Preg_19,ID_16,C1,M,multi,4/1/10,9/30/10,9,30,10,0.064,3604,4/21/10,4,2010,1462.395833,20,1/29/08,Nafta = new male,none,4 weeks,80,16.08847396,1206.635547,Preg20B,7.095591226,medium,High,1st_Trimester,78.7,9.334782609,-0.331302725,0.361505192
Preg_19,ID_16,C1,M,multi,4/1/10,9/30/10,9,30,10,0.064,3646,5/5/10,5,2010,1462.406944,34,1/29/08,Nafta = new male,none,6 weeks,80,18.94727696,1421.045772,Preg20B,7.259148339,medium,High,1st_Trimester,71,9.775,-0.37485784,0.725071268
Preg_19,ID_16,C1,M,multi,4/1/10,9/30/10,9,30,10,0.072,3926,6/18/10,6,2010,1462.397917,78,1/29/08,Nafta = new male,none,12 weeks,80,13.90970239,927.3134924,Preg5B,6.832291688,medium,High,2nd_Trimester,330.1,9.635483871,1.090743486,0.609847897
Preg_19,ID_16,C1,M,multi,4/1/10,9/30/10,9,30,10,0.085,4085,8/12/10,8,2010,1462.393056,133,1/29/08,Nafta = new male,none,18 weeks,80,22.65756034,1279.485761,Preg6,7.154213527,medium,High,3rd_Trimester,648.1,7.865517241,2.889513156,-0.851929476
Preg_19,ID_16,C1,M,multi,4/1/10,9/30/10,9,30,10,0.094,4230,9/9/10,9,2010,9:18,161,1/29/08,Nafta = new male,none,22 weeks,80,20.97299064,1070.961224,Preg6,6.976311864,medium,High,3rd_Trimester,350.3,7.988888889,1.205004955,-0.750039485
Preg_20,ID_16,C,M,multi,3/4/07,9/2/07,9,2,7,0.064,680,4/16/07,4,2007,1462.373611,43,1/29/08,Nafta = new male,3_6mo,6 weeks,80,9.851972079,738.8979059,Preg14,6.60515976,medium,High,1st_Trimester,42.7,8.229032258,-0.534937028,-0.551710242
Preg_20,ID_16,C,M,multi,3/4/07,9/2/07,9,2,7,0.108,748,5/2/07,5,2007,7:57,59,1/29/08,Nafta = new male,3_6mo,8 weeks,80,23.26258236,1033.892549,Preg14,6.941086132,large,High,1st_Trimester,56.9,8.103333333,-0.454614608,-0.65552228
Preg_20,ID_16,C,M,multi,3/4/07,9/2/07,9,2,7,0.076,793,6/8/07,6,2007,1462.425,96,1/29/08,Nafta = new male,3_6mo,14 weeks,80,31.6275867,1997.531792,Preg14,7.599667593,large,High,2nd_Trimester,85.9,8.83125,-0.290575865,-0.05435156
Preg_20,ID_16,C,M,multi,3/4/07,9/2/07,9,2,7,0.078,838,7/8/07,7,2007,1462.4375,126,1/29/08,Nafta = new male,3_6mo,18 weeks,80,17.01142417,1046.856872,Preg14,6.953547499,large,High,3rd_Trimester,449.3,7.525,1.764999287,-1.133155342
Preg_20,ID_16,C,M,multi,3/4/07,9/2/07,9,2,7,0.078,900,8/17/07,8,2007,1462.431944,166,1/29/08,Nafta = new male,3_6mo,22 weeks,80,14.69657853,904.4048327,Preg14,6.807277084,large,High,3rd_Trimester,252,6.992,0.64897018,-1.573348579
Preg_20,ID_16,C,M,multi,3/4/07,9/2/07,9,2,7,0.048,914,9/1/07,9,2007,1462.445833,181,1/29/08,Nafta = new male,3_6mo,24 weeks,80,8.278056266,827.8056266,Preg14,6.718778376,large,High,3rd_Trimester,255.5,7.457142857,0.668767959,-1.189197097
Preg_21,ID_17,D,F,primi,4/19/09,10/18/09,10,18,9,0.076,2756,7/19/09,7,2009,1462.4375,91,6/17/08,Devil = new male,none,12 weeks,80,13.24761905,697.2431081,Preg19B,6.547134142,small,High,2nd_Trimester,438.8,11.38333333,1.705605949,2.053359175
Preg_21,ID_17,D,F,primi,4/19/09,10/18/09,10,18,9,0.088,2554,5/21/09,5,2009,1462.345833,32,6/17/08,Devil = new male,none,6 weeks,80,12.22359474,666.7415314,Preg2,6.502402462,medium,High,1st_Trimester,9.4,10.25862069,-0.723298757,1.124483194
Preg_21,ID_17,D,F,primi,4/19/09,10/18/09,10,18,9,0.043,3007,10/2/09,10,2009,1462.373611,166,6/17/08,Devil = new male,none,22 weeks,80,12.38263584,1382.247721,Preg2,7.231466236,small,High,3rd_Trimester,101.9,8.35,-0.20007173,-0.451805585
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.077,4476,10/28/10,10,2010,1462.463889,181,6/17/08,Devil = new male,none,24 weeks,80,16.4893283,1027.90618,Preg4B,6.935279177,small,Low,3rd_Trimester,41,7.492857143,-0.544553092,-1.159701436
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.068,3777,5/20/10,5,2010,1462.383333,20,6/17/08,Devil = new male,none,4 weeks,80,18.92056937,1335.569603,Preg5B,7.197113149,small,Low,1st_Trimester,50.1,10.44285714,-0.493078865,1.276640116
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.057,3936,6/19/10,6,2010,1462.393056,50,6/17/08,Devil = new male,none,8 weeks,80,20.70610263,1743.6718,Preg5B,7.463748399,small,Low,1st_Trimester,336.1,9.54516129,1.124682536,0.53525242
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.042,4134,8/19/10,8,2010,1462.444444,111,6/17/08,Devil = new male,none,16 weeks,80,10.72646382,1225.88158,Preg6,7.111415521,small,Low,2nd_Trimester,706.9,7.732258065,3.22211585,-0.961985364
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.05,4207,9/7/10,9,2010,1462.375,130,6/17/08,Devil = new male,none,18 weeks,80,15.21700461,1460.832443,Preg6,7.286761719,small,Low,3rd_Trimester,362.3,7.97037037,1.272883056,-0.765333532
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.046,3749,5/15/10,5,2010,1462.440972,15,6/17/08,Devil = new male,none,2 weeks,80,15.33052318,1599.706767,Preg7,7.377575621,small,Low,1st_Trimester,56.1,10.07,-0.459139815,0.968705423
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.07,4322,10/4/10,10,2010,10:03,157,6/17/08,Devil = new male,none,22 weeks,80,9.920417894,680.257227,Preg7,6.522471002,small,Low,3rd_Trimester,68.3,7.725,-0.390130413,-0.967979643
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.06,4341,10/5/10,10,2010,1462.480556,158,6/17/08,Devil = new male,none,22 weeks,80,11.92075123,953.6600985,Preg7,6.860307317,small,Low,3rd_Trimester,66.9,7.710714286,-0.398049524,-0.979777907
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.062,4344,10/6/10,10,2010,1462.343056,159,6/17/08,Devil = new male,none,22 weeks,80,13.13741365,1017.090089,Preg7,6.924700975,small,Low,3rd_Trimester,79.2,7.692857143,-0.328474471,-0.994525738
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.078,4355,10/7/10,10,2010,1462.403472,160,6/17/08,Devil = new male,none,22 weeks,80,16.62356397,1022.988552,Preg7,6.930483575,small,Low,3rd_Trimester,79.9,7.664285714,-0.324514915,-1.018122266
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.056,4383,10/10/10,10,2010,1462.397222,163,6/17/08,Devil = new male,none,22 weeks,80,11.35815439,973.5560909,Preg7,6.880955441,small,Low,3rd_Trimester,86.1,7.628571429,-0.289444563,-1.047617926
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.068,4388,10/11/10,10,2010,1462.391667,164,6/17/08,Devil = new male,none,22 weeks,80,13.10448264,925.0223037,Preg7,6.829817849,small,Low,3rd_Trimester,86.1,7.592857143,-0.289444563,-1.077113587
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.069,4400,10/12/10,10,2010,1462.329861,165,6/17/08,Devil = new male,none,22 weeks,80,13.02385267,906.0071421,Preg7,6.809047189,small,Low,3rd_Trimester,86.1,7.567857143,-0.289444563,-1.097760549
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.085,4419,10/14/10,10,2010,1462.424306,167,6/17/08,Devil = new male,none,24 weeks,80,23.23557742,1312.126725,Preg7,7.179404554,small,Low,3rd_Trimester,82.9,7.582142857,-0.30754539,-1.085962285
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.075,4427,10/20/10,10,2010,1462.354861,173,6/17/08,Devil = new male,none,24 weeks,80,14.42884194,923.445884,Preg7,6.828112199,small,Low,3rd_Trimester,44,7.607142857,-0.527583567,-1.065315323
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.065,4434,10/21/10,10,2010,1462.368056,174,6/17/08,Devil = new male,none,24 weeks,80,13.60178696,1004.439652,Preg7,6.912185105,small,Low,3rd_Trimester,43.9,7.557142857,-0.528149217,-1.106609248
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.068,4454,10/24/10,10,2010,1462.415278,177,6/17/08,Devil = new male,none,24 weeks,80,16.63944428,1174.549008,Preg7,7.06863953,small,Low,3rd_Trimester,42.6,7.496428571,-0.535502678,-1.156751871
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.066,4457,10/25/10,10,2010,1462.366667,178,6/17/08,Devil = new male,none,24 weeks,80,11.3458343,825.1515858,Preg7,6.71556711,small,Low,3rd_Trimester,42.6,7.492857143,-0.535502678,-1.159701436
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.069,4466,10/26/10,10,2010,1462.407639,179,6/17/08,Devil = new male,none,24 weeks,80,11.97035014,832.7200095,Preg7,6.724697463,small,Low,3rd_Trimester,42.1,7.528571429,-0.538330933,-1.130205776
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.064,4470,10/27/10,10,2010,1462.347917,180,6/17/08,Devil = new male,none,24 weeks,80,13.57774793,1018.331094,Preg7,6.925920384,small,Low,3rd_Trimester,41.8,7.510714286,-0.540027885,-1.144953606
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.07,4479,10/29/10,10,2010,1462.425,182,6/17/08,Devil = new male,none,26 weeks,80,14.21299822,974.6055922,Preg7,6.882032868,small,Low,3rd_Trimester,31,7.492857143,-0.601118176,-1.159701436
Preg_22,ID_18,D,M,multi,4/30/10,10/29/10,10,29,10,0.067,3968,7/22/10,7,2010,1462.367361,83,6/17/08,Devil = new male,none,12 weeks,80,14.26863982,1022.230912,Preg8,6.929742687,small,Low,2nd_Trimester,218.5,8.585714286,0.459477149,-0.257134226
Preg_23,ID_18,D,M,multi,11/27/12,5/28/13,5,28,13,0.133,8789,3/15/13,3,2013,12:10,108,6/17/08,Devil = new male,none,16 weeks,80,11.44896382,413.1956868,Preg2,6.023921299,small,High,2nd_Trimester,16.2,9.613793103,-0.6848345,0.591933958
Preg_23,ID_18,D,M,multi,11/27/12,5/28/13,5,28,13,0.058,8849,4/1/13,4,2013,8:36,125,6/17/08,Devil = new male,none,18 weeks,80,8.36280092,692.0938692,Preg9B,6.539721596,small,High,3rd_Trimester,16.2,9.242857143,-0.6848345,0.285585927
Preg_23,ID_18,D,M,multi,11/27/12,5/28/13,5,28,13,0.127,9096,5/7/13,5,2013,10:10,161,6/17/08,Devil = new male,none,22 weeks,80,30.02790823,1134.913067,Preg9B,7.034311334,small,High,3rd_Trimester,32.5,9.892307692,-0.592633413,0.821953167
Preg_24,ID_18,D,M,multi,4/25/07,10/24/07,10,24,7,0.107,765,5/4/07,5,2007,1462.357639,9,6/17/08,Devil = new male,6mo+,2 weeks,80,13.58778989,609.5457147,Preg14,6.41271395,small,High,1st_Trimester,57.9,8.046666667,-0.4489581,-0.702322061
Preg_24,ID_18,D,M,multi,4/25/07,10/24/07,10,24,7,0.085,795,6/8/07,6,2007,1462.436806,44,6/17/08,Devil = new male,6mo+,6 weeks,80,20.45909789,1155.337292,Preg14,7.052147608,small,High,1st_Trimester,85.9,8.83125,-0.290575865,-0.05435156
Preg_24,ID_18,D,M,multi,4/25/07,10/24/07,10,24,7,0.066,841,7/10/07,7,2007,1462.392361,76,6/17/08,Devil = new male,6mo+,10 weeks,80,14.01574544,1019.326941,Preg14,6.926897827,small,High,2nd_Trimester,487.8,7.5,1.98277486,-1.153802304
Preg_24,ID_18,D,M,multi,4/25/07,10/24/07,10,24,7,0.042,888,8/8/07,8,2007,1462.440972,105,6/17/08,Devil = new male,6mo+,14 weeks,80,5.693069225,650.6364829,Preg14,6.477951088,small,High,2nd_Trimester,377.7,7.1,1.359993285,-1.484153702
Preg_24,ID_18,D,M,multi,4/25/07,10/24/07,10,24,7,0.08,959,10/6/07,10,2007,1462.411111,164,6/17/08,Devil = new male,6mo+,22 weeks,80,10.79985132,647.991079,Preg14,6.473876929,small,High,3rd_Trimester,147.9,7.5,0.060127656,-1.153802304
Preg_24,ID_18,D,M,multi,4/25/07,10/24/07,10,24,7,0.063,913,9/1/07,9,2007,1462.441667,129,6/17/08,Devil = new male,6mo+,18 weeks,80,11.29920819,860.8920529,Preg20B,6.757969122,small,High,3rd_Trimester,255.5,7.457142857,0.668767959,-1.189197097
Preg_25,ID_19,D,F,primi,11/24/06,5/25/07,5,25,7,0.12,756,5/2/07,5,2007,1462.472222,159,6/17/08,Devil = new male,6mo+,22 weeks,80,29.22547583,1169.019033,Preg14,7.063920243,small,High,3rd_Trimester,56.9,8.103333333,-0.454614608,-0.65552228
Preg_25,ID_19,D,F,primi,11/24/06,5/25/07,5,25,7,0.077,679,4/16/07,4,2007,1462.368056,143,6/17/08,Devil = new male,6mo+,20 weeks,80,10.03245086,625.3995341,Preg1B,6.4383907,small,High,3rd_Trimester,42.7,8.229032258,-0.534937028,-0.551710242
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.068,2085,3/6/09,3,2009,1462.421528,1,6/17/08,Devil = new male,none,-2 weeks,80,14.27375654,1007.559285,Preg18,6.915286136,medium,High,1st_Trimester,0.6,8.911111111,-0.773076031,0.011604014
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.076,2160,3/21/09,3,2009,1462.423611,16,6/17/08,Devil = new male,none,2 weeks,80,11.91847816,752.7459893,Preg18,6.623727839,medium,High,1st_Trimester,31.8,9.064285714,-0.596592969,0.138107624
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.075,2204,3/28/09,3,2009,1462.388889,23,6/17/08,Devil = new male,none,4 weeks,80,16.63178633,1064.434325,Preg18,6.970198787,medium,High,1st_Trimester,38.8,9.335714286,-0.55699741,0.362274644
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.061,2240,4/4/09,4,2009,1462.354167,30,6/17/08,Devil = new male,none,4 weeks,80,26.94215749,2120.038622,Preg18,7.659189585,medium,High,1st_Trimester,38.7,9.166666667,-0.557563061,0.222661851
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.072,2395,4/15/09,4,2009,1462.473611,41,6/17/08,Devil = new male,none,6 weeks,80,14.91994434,828.8857964,Preg19B,6.720082385,medium,High,1st_Trimester,44.9,9.277777778,-0.522492709,0.314426128
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.074,2555,5/21/09,5,2009,1462.399306,77,6/17/08,Devil = new male,none,12 weeks,80,9.975379097,647.0516171,Preg19B,6.47242607,medium,High,2nd_Trimester,9.4,10.25862069,-0.723298757,1.124483194
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.088,2714,7/1/09,7,2009,1462.406944,118,6/17/08,Devil = new male,none,16 weeks,80,19.81174361,900.5338006,Preg19B,6.802987699,small,High,2nd_Trimester,202.2,10.9,0.367276062,1.654184572
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.076,2778,7/24/09,7,2009,1462.390278,141,6/17/08,Devil = new male,none,20 weeks,80,15.46068476,813.7202507,Preg19B,6.701616635,small,High,3rd_Trimester,491.4,11.2125,2.00313829,1.912271601
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.047,2890,8/7/09,8,2009,1462.357639,155,6/17/08,Devil = new male,none,22 weeks,80,11.16441799,1140.19588,Preg19B,7.038955351,small,High,3rd_Trimester,320.7,9.991304348,1.037572307,0.903712377
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.105,2211,3/30/09,3,2009,1462.390972,25,6/17/08,Devil = new male,none,4 weeks,80,23.25311093,1062.999357,Preg2,6.968849773,medium,High,1st_Trimester,38.7,9.255555556,-0.557563061,0.296073273
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.105,2319,4/9/09,4,2009,1462.472222,35,6/17/08,Devil = new male,none,6 weeks,80,19.84864601,907.3666747,Preg2,6.81054664,medium,High,1st_Trimester,38.1,9.262962963,-0.560956966,0.302190891
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.074,2468,4/30/09,4,2009,1462.384028,56,6/17/08,Devil = new male,none,8 weeks,80,11.95593666,775.5202159,Preg2,6.65353405,medium,High,1st_Trimester,7.9,9.742307692,-0.73178352,0.698071393
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.088,2613,6/2/09,6,2009,1462.418056,89,6/17/08,Devil = new male,none,12 weeks,80,19.92642165,1086.895726,Preg2,6.991080954,small,High,2nd_Trimester,19.3,10.11,-0.667299324,1.001740563
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.074,2685,6/25/09,6,2009,8:42,112,6/17/08,Devil = new male,none,16 weeks,80,29.07485439,1885.936501,Preg2,7.542179794,small,High,2nd_Trimester,83.2,10.6516129,-0.305848437,1.449047008
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.097,2753,7/19/09,7,2009,1462.435417,136,6/17/08,Devil = new male,none,18 weeks,80,13.04822623,645.6854216,Preg2,6.470312422,small,High,3rd_Trimester,438.8,11.38333333,1.705605949,2.053359175
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.063,2842,7/29/09,7,2009,1462.509722,146,6/17/08,Devil = new male,none,20 weeks,80,5.593007965,426.1339402,Preg2,6.05475371,small,High,3rd_Trimester,451.4,10.825,1.776877954,1.592243685
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.078,2524,5/14/09,5,2009,1462.463194,70,6/17/08,Devil = new male,none,10 weeks,80,10.43219291,641.9811021,Preg20B,6.464558867,medium,High,2nd_Trimester,7.4,10.21538462,-0.734611774,1.088775454
Preg_26,ID_19,D,F,multi,3/5/09,9/3/09,9,3,9,0.093,2129,3/13/09,3,2009,1462.420833,8,6/17/08,Devil = new male,none,2 weeks,80,12.66573756,653.7154869,Preg4B,6.482672221,medium,High,1st_Trimester,1.3,9.155172414,-0.769116475,0.213168995
Preg_27,ID_20,D,F,multi,12/24/12,6/24/13,6,24,13,0.056,8501,1/12/13,1,2013,11:18,19,6/17/08,Devil = new male,none,4 weeks,80,20.23328406,1734.281491,Preg8,7.45834848,small,Low,1st_Trimester,1.3,6.453333333,-0.769116475,-2.018221794
Preg_27,ID_20,D,F,multi,12/24/12,6/24/13,6,24,13,0.106,8577,2/1/13,2,2013,9:01,39,6/17/08,Devil = new male,none,6 weeks,80,30.56266275,1383.969634,Preg9B,7.232711195,small,Low,1st_Trimester,0,7.526923077,-0.776469936,-1.131567114
Preg_27,ID_20,D,F,multi,12/24/12,6/24/13,6,24,13,0.075,8810,3/22/13,3,2013,8:54,88,6/17/08,Devil = new male,none,12 weeks,80,21.14535506,1353.302724,Preg9B,7.210303346,small,Low,2nd_Trimester,16.2,9.565517241,-0.6848345,0.552063962
Preg_27,ID_20,D,F,multi,12/24/12,6/24/13,6,24,13,0.093,8928,4/11/13,4,2013,9:44,108,6/17/08,Devil = new male,none,16 weeks,80,33.62142078,1735.299137,Preg9B,7.458935091,small,Low,2nd_Trimester,11.1,9.1,-0.713682693,0.167603285
Preg_27,ID_20,D,F,multi,12/24/12,6/24/13,6,24,13,0.062,9086,5/3/13,5,2013,9:36,130,6/17/08,Devil = new male,none,18 weeks,80,20.51786021,1588.479501,Preg9B,7.370532549,small,Low,3rd_Trimester,35.2,9.914814815,-0.577360841,0.840541316
